word,gloss1,lemma,lemma1,mor,mor2,inCDI,aoa,category,lexical_class
baked,baked,bake,bake,n,NA,FALSE,NA,NA,NA
baked,baked,bake,bake,part,NA,FALSE,NA,NA,NA
baker,baker,baker,NA,NA,NA,FALSE,NA,NA,NA
baking,baking,baking,NA,NA,NA,FALSE,NA,NA,NA
baking,baking,bake,bake,v,NA,FALSE,NA,NA,NA
baking,baking,bake,bake,n,NA,FALSE,NA,NA,NA
baking,baking,bake,bake,part,NA,FALSE,NA,NA,NA
balance,balance,balance,balance,v,NA,FALSE,NA,NA,NA
balance,balance,balance,balance,n,NA,FALSE,NA,NA,NA
balance,balance,balance,balance,part,NA,FALSE,NA,NA,NA
balanced,balanced,balanced,NA,NA,NA,FALSE,NA,NA,NA
balanced,balanced,balance,balance,v,NA,FALSE,NA,NA,NA
balanced,balanced,balance,balance,n,NA,FALSE,NA,NA,NA
balanced,balanced,balance,balance,part,NA,FALSE,NA,NA,NA
balances,balances,balance,balance,v,NA,FALSE,NA,NA,NA
balances,balances,balance,balance,n,NA,FALSE,NA,NA,NA
balances,balances,balance,balance,part,NA,FALSE,NA,NA,NA
balancing,balancing,balance,balance,v,NA,FALSE,NA,NA,NA
balancing,balancing,balance,balance,n,NA,FALSE,NA,NA,NA
balancing,balancing,balance,balance,part,NA,FALSE,NA,NA,NA
balancing,balancing,balancing,NA,NA,NA,FALSE,NA,NA,NA
bale,bale,bale,bale,n,NA,FALSE,NA,NA,NA
bales,bales,bale,bale,n,NA,FALSE,NA,NA,NA
ball,ball,ball,ball,n,NA,TRUE,16,toys,nouns
ball,ball,ball,ball,v,NA,TRUE,16,toys,nouns
balled,balled,ball,ball,n,NA,TRUE,16,toys,nouns
balled,balled,ball,ball,v,NA,TRUE,16,toys,nouns
balled,balled,balled,NA,NA,NA,FALSE,NA,NA,NA
ballerina,ballerina,ballerina,ballerina,n,NA,FALSE,NA,NA,NA
ballerinas,ballerinas,ballerina,ballerina,n,NA,FALSE,NA,NA,NA
ballet,ballet,ballet,ballet,n,NA,FALSE,NA,NA,NA
balloon,balloon,balloon,balloon,n,NA,TRUE,17,toys,nouns
balloon,balloon,balloon,balloon,v,NA,TRUE,17,toys,nouns
balloon,balloon,balloon,balloon,part,NA,TRUE,17,toys,nouns
ballooning,ballooning,ballooning,NA,NA,NA,FALSE,NA,NA,NA
ballooning,ballooning,balloon,balloon,n,NA,TRUE,17,toys,nouns
ballooning,ballooning,balloon,balloon,v,NA,TRUE,17,toys,nouns
ballooning,ballooning,balloon,balloon,part,NA,TRUE,17,toys,nouns
balloons,balloon,balloon,balloon,n,NA,TRUE,17,toys,nouns
balloons,balloon,balloon,balloon,v,NA,TRUE,17,toys,nouns
balloons,balloon,balloon,balloon,part,NA,TRUE,17,toys,nouns
balloons,balloons,balloons,NA,NA,NA,FALSE,NA,NA,NA
balls,ball,ball,ball,n,NA,TRUE,16,toys,nouns
balls,ball,ball,ball,v,NA,TRUE,16,toys,nouns
bally,bally,bally,bally,n,prop,FALSE,NA,NA,NA
bally,bally,bally,bally,wplay,NA,FALSE,NA,NA,NA
bally,bally,bally,bally,wp,NA,FALSE,NA,NA,NA
balm,balm,balm,balm,n,NA,FALSE,NA,NA,NA
balo,balo,balo,balo,chi,NA,FALSE,NA,NA,NA
baltimore,baltimore,baltimore,baltimore,n,prop,FALSE,NA,NA,NA
bamboo,bamboo,bamboo,bamboo,n,NA,FALSE,NA,NA,NA
banana,banana,banana,banana,n,NA,TRUE,16,food_drink,nouns
bananas,banana,banana,banana,n,NA,TRUE,16,food_drink,nouns
banana's,banana,banana,banana,n,NA,TRUE,16,food_drink,nouns
band,band,band,band,n,NA,FALSE,NA,NA,NA
band,band,band,band,v,NA,FALSE,NA,NA,NA
bandage,bandage,bandage,bandage,n,NA,FALSE,NA,NA,NA
bandaid,bandaid,bandaid,bandaid,n,NA,FALSE,NA,NA,NA
bands,bands,band,band,n,NA,FALSE,NA,NA,NA
bands,bands,band,band,v,NA,FALSE,NA,NA,NA
bang,bang,bang,bang,n,NA,FALSE,NA,NA,NA
bang,bang,bang,bang,v,NA,FALSE,NA,NA,NA
bang,bang,bang,bang,part,NA,FALSE,NA,NA,NA
banged,banged,bang,bang,n,NA,FALSE,NA,NA,NA
banged,banged,bang,bang,v,NA,FALSE,NA,NA,NA
banged,banged,bang,bang,part,NA,FALSE,NA,NA,NA
banging,banging,bang,bang,n,NA,FALSE,NA,NA,NA
banging,banging,bang,bang,v,NA,FALSE,NA,NA,NA
banging,banging,bang,bang,part,NA,FALSE,NA,NA,NA
banging,banging,banging,NA,NA,NA,FALSE,NA,NA,NA
bangle,bangle,bangle,bangle,n,NA,FALSE,NA,NA,NA
bangs,bangs,bang,bang,n,NA,FALSE,NA,NA,NA
bangs,bangs,bang,bang,v,NA,FALSE,NA,NA,NA
bangs,bangs,bang,bang,part,NA,FALSE,NA,NA,NA
banjo,banjo,banjo,banjo,n,NA,FALSE,NA,NA,NA
bank,bank,bank,bank,n,NA,FALSE,NA,NA,NA
banks,banks,bank,bank,n,NA,FALSE,NA,NA,NA
bar,bar,bar,bar,n,NA,FALSE,NA,NA,NA
bar,bar,bar,bar,v,NA,FALSE,NA,NA,NA
barb,barb,barb,barb,n,prop,FALSE,NA,NA,NA
barbara,barbara,barbara,barbara,n,prop,FALSE,NA,NA,NA
barber,barber,barber,barber,n,NA,FALSE,NA,NA,NA
barbie,barbie,barbie,barbie,n,prop,FALSE,NA,NA,NA
bare,bare,bare,bare,adv,NA,FALSE,NA,NA,NA
bare,bare,bare,bare,adj,NA,FALSE,NA,NA,NA
barefoot,barefoot,barefoot,barefoot,adj,NA,FALSE,NA,NA,NA
barely,barely,barely,NA,NA,NA,FALSE,NA,NA,NA
bark,bark,bark,bark,n,NA,FALSE,NA,NA,NA
bark,bark,bark,bark,v,NA,FALSE,NA,NA,NA
bark,bark,bark,bark,part,NA,FALSE,NA,NA,NA
barking,barking,bark,bark,n,NA,FALSE,NA,NA,NA
barking,barking,bark,bark,v,NA,FALSE,NA,NA,NA
barking,barking,bark,bark,part,NA,FALSE,NA,NA,NA
barking,barking,barking,NA,NA,NA,FALSE,NA,NA,NA
barley,barley,barley,barley,n,prop,FALSE,NA,NA,NA
barlow,barlow,barlow,barlow,n,prop,FALSE,NA,NA,NA
barn,barn,barn,barn,n,NA,FALSE,NA,NA,NA
barnes_and_noble,barnes_and_noble,barnes and noble,barnes+and+noble,prop,NA,FALSE,NA,NA,NA
barney,barney,barney,barney,n,prop,FALSE,NA,NA,NA
barracuda,barracuda,barracuda,barracuda,n,NA,FALSE,NA,NA,NA
barrel,barrel,barrel,barrel,n,NA,FALSE,NA,NA,NA
barrette,barrette,barrette,barrette,n,NA,FALSE,NA,NA,NA
barrettes,barrettes,barrette,barrette,n,NA,FALSE,NA,NA,NA
barrier,barrier,barrier,barrier,n,prop,FALSE,NA,NA,NA
bars,bars,bar,bar,n,NA,FALSE,NA,NA,NA
bars,bars,bar,bar,v,NA,FALSE,NA,NA,NA
bart,bart,bart,bart,n,prop,FALSE,NA,NA,NA
base,base,base,base,n,NA,FALSE,NA,NA,NA
baseball,baseball,baseball,baseball,n,NA,FALSE,NA,NA,NA
baseballs,baseballs,baseball,baseball,n,NA,FALSE,NA,NA,NA
basement,basement,basement,basement,n,NA,TRUE,NA,furniture_rooms,nouns
basey,basey,basey,basey,nons,NA,FALSE,NA,NA,NA
basha,basha,basha,basha,n,prop,FALSE,NA,NA,NA
basil,basil,basil,basil,n,NA,FALSE,NA,NA,NA
basket,basket,basket,basket,n,NA,TRUE,25,household,nouns
basket+ball,basket+ball,ball,ball,n,NA,TRUE,16,toys,nouns
basketball,basketball,basketball,basket+ball,n,NA,FALSE,NA,NA,NA
basketballs,basketballs,basketball,basket+ball,n,NA,FALSE,NA,NA,NA
baskets,basket,basket,basket,n,NA,TRUE,25,household,nouns
baskets,baskets,baskets,NA,NA,NA,FALSE,NA,NA,NA
bass,bass,bass,bass,n,NA,FALSE,NA,NA,NA
bass,bass,bass,bass,adj,NA,FALSE,NA,NA,NA
bat,bat,bat,bat,n,NA,TRUE,26,toys,nouns
bat,bat,bat,bat,v,NA,TRUE,26,toys,nouns
bate,bate,bate,bate,n,prop,FALSE,NA,NA,NA
bath,bath,bath,bath,n,NA,TRUE,18,games_routines,other
bath+tub,bath+tub,bathtub,bathtub,n,NA,TRUE,22,furniture_rooms,nouns
bathing,bathing,bath,bath,n,NA,TRUE,18,games_routines,other
bathing,bathing,bathing,NA,NA,NA,FALSE,NA,NA,NA
bathios,bathios,bathios,bathios,chi,NA,FALSE,NA,NA,NA
bathrobe,bathrobe,bathrobe,NA,NA,NA,FALSE,NA,NA,NA
bathroom,bathroom,bathroom,bath+room,n,NA,TRUE,23,furniture_rooms,nouns
baths,bath,bath,bath,n,NA,TRUE,18,games_routines,other
bathtub,bathtub,bathtub,NA,NA,NA,TRUE,22,furniture_rooms,nouns
bats,bat,bat,bat,n,NA,TRUE,26,toys,nouns
bats,bat,bat,bat,v,NA,TRUE,26,toys,nouns
batter,batter,batter,batter,n,NA,FALSE,NA,NA,NA
batteries,batteries,battery,battery,n,NA,FALSE,NA,NA,NA
battery,battery,battery,battery,n,NA,FALSE,NA,NA,NA
bawk,bawk,bawk,bawk,on,NA,FALSE,NA,NA,NA
bay,bay,bay,bay,n,NA,FALSE,NA,NA,NA
be,be,be,be,aux,NA,TRUE,30,helping_verbs,function_words
be,be,be,be,cop,NA,TRUE,30,helping_verbs,function_words
be,be,be,be,part,NA,TRUE,30,helping_verbs,function_words
be,be,be,be,n,gerund,TRUE,30,helping_verbs,function_words
beach,beach,beach,beach,n,NA,TRUE,26,places,other
beaches,beach,beach,beach,n,NA,TRUE,26,places,other
bead,bead,beads,bead,n,NA,TRUE,29,clothing,nouns
beads,bead,beads,bead,n,NA,TRUE,29,clothing,nouns
beak,beak,beak,beak,n,NA,FALSE,NA,NA,NA
beam,beam,beam,beam,n,NA,FALSE,NA,NA,NA
bean,bean,beans,bean,n,NA,TRUE,24,food_drink,nouns
beans,bean,beans,bean,n,NA,TRUE,24,food_drink,nouns
bear,bear,bear,bear,n,NA,TRUE,19,animals,nouns
bear,bear,bear,bear,v,NA,TRUE,19,animals,nouns
beard,beard,beard,beard,n,NA,FALSE,NA,NA,NA
bears,bear,bear,bear,n,NA,TRUE,19,animals,nouns
bears,bear,bear,bear,v,NA,TRUE,19,animals,nouns
bears,bears,bears,bears,n,prop,FALSE,NA,NA,NA
bear's,bear's,Bear,NA,NA,NA,FALSE,NA,NA,NA
bear's,bear,bear,bear,n,NA,TRUE,19,animals,nouns
bear's,bear,bear,bear,v,NA,TRUE,19,animals,nouns
beast,beast,beast,beast,n,NA,FALSE,NA,NA,NA
beat,beat,beat,beat,v,NA,FALSE,NA,NA,NA
beat,beat,beat,beat,n,NA,FALSE,NA,NA,NA
beatle,beatle,beatle,beatle,n,prop,FALSE,NA,NA,NA
beats,beats,beat,beat,v,NA,FALSE,NA,NA,NA
beats,beats,beat,beat,n,NA,FALSE,NA,NA,NA
beaujolais,beaujolais,beaujolais,beaujolais,L2,NA,FALSE,NA,NA,NA
beautiful,beautiful,beautiful,beautiful,adj,NA,FALSE,NA,NA,NA
beauty,beauty,beauty,beauty,n,prop,FALSE,NA,NA,NA
beauty's,beauty's,beauty,beauty,n,prop,FALSE,NA,NA,NA
beaver,beaver,beaver,beaver,n,prop,FALSE,NA,NA,NA
beaver's,beaver's,Beaver,NA,NA,NA,FALSE,NA,NA,NA
became,became,become,become,cop,NA,FALSE,NA,NA,NA
because,because,because,because,conj,NA,TRUE,30,connecting_words,function_words
becomes,becomes,become,become,cop,NA,FALSE,NA,NA,NA
bed,bed,bed,bed,n,NA,TRUE,20,furniture_rooms,nouns
bed,bed,bed,bed,adj,NA,TRUE,20,furniture_rooms,nouns
bed_bed,bed_bed,bed,bed,n,NA,TRUE,20,furniture_rooms,nouns
bed+time,bed+time,bedtime,bedtime,n,NA,FALSE,NA,NA,NA
beddy,beddy,bed,bed,n,NA,TRUE,20,furniture_rooms,nouns
bedelia,bedelia,bedelia,bedelia,n,prop,FALSE,NA,NA,NA
bedroom,bedroom,bedroom,bed+room,n,NA,TRUE,25,furniture_rooms,nouns
beds,bed,bed,bed,n,NA,TRUE,20,furniture_rooms,nouns
beds,bed,bed,bed,adj,NA,TRUE,20,furniture_rooms,nouns
bedtime,bedtime,bedtime,bedtime,n,prop,FALSE,NA,NA,NA
bedtime_bear,bedtime_bear,bear,bear,n,prop,TRUE,19,animals,nouns
bee,bee,bee,bee,n,NA,TRUE,21,animals,nouns
beef,beef,beef,beef,n,NA,FALSE,NA,NA,NA
beef,beef,beef,beef,v,NA,FALSE,NA,NA,NA
been,been,be,be,aux,NA,TRUE,30,helping_verbs,function_words
been,been,be,be,cop,NA,TRUE,30,helping_verbs,function_words
been,been,be,be,part,NA,TRUE,30,helping_verbs,function_words
been,been,be,be,n,gerund,TRUE,30,helping_verbs,function_words
beep,beep,beep,beep,n,NA,FALSE,NA,NA,NA
beep,beep,beep,beep,v,NA,FALSE,NA,NA,NA
beep,beep,beep,beep,part,NA,FALSE,NA,NA,NA
beeper,beeper,beeper,NA,NA,NA,FALSE,NA,NA,NA
beeping,beeping,beep,beep,n,NA,FALSE,NA,NA,NA
beeping,beeping,beep,beep,v,NA,FALSE,NA,NA,NA
beeping,beeping,beep,beep,part,NA,FALSE,NA,NA,NA
beeping,beeping,beeping,NA,NA,NA,FALSE,NA,NA,NA
bees,bee,bee,bee,n,NA,TRUE,21,animals,nouns
bee's,bee,bee,bee,n,NA,TRUE,21,animals,nouns
beet,beet,beet,beet,n,NA,FALSE,NA,NA,NA
beetle,beetle,beetle,beetle,n,NA,FALSE,NA,NA,NA
beetles,beetles,beetle,beetle,n,NA,FALSE,NA,NA,NA
beets,beets,beet,beet,n,NA,FALSE,NA,NA,NA
before,before,before,before,prep,NA,TRUE,NA,time_words,other
before,before,before,before,conj,NA,TRUE,NA,time_words,other
before,before,before,before,adv,NA,TRUE,NA,time_words,other
began,began,begin,begin,v,NA,FALSE,NA,NA,NA
begin,begin,begin,begin,v,NA,FALSE,NA,NA,NA
beginning,beginning,beginning,beginning,n,NA,FALSE,NA,NA,NA
beginning,beginning,begin,begin,v,NA,FALSE,NA,NA,NA
begins,begins,begin,begin,v,NA,FALSE,NA,NA,NA
behind,behind,behind,behind,adv,NA,TRUE,29,locations,function_words
behind,behind,behind,behind,prep,NA,TRUE,29,locations,function_words
behind,behind,behind,behind,n,NA,TRUE,29,locations,function_words
beige,beige,beige,beige,adj,NA,FALSE,NA,NA,NA
being,being,be,be,aux,NA,TRUE,30,helping_verbs,function_words
being,being,be,be,cop,NA,TRUE,30,helping_verbs,function_words
being,being,be,be,part,NA,TRUE,30,helping_verbs,function_words
being,being,be,be,n,gerund,TRUE,30,helping_verbs,function_words
being,being,being,being,n,NA,FALSE,NA,NA,NA
believe,believe,believe,believe,v,NA,FALSE,NA,NA,NA
bell,bell,bell,bell,n,NA,FALSE,NA,NA,NA
belle,belle,belle,belle,n,prop,FALSE,NA,NA,NA
belles,belles,belle,belle,n,prop,FALSE,NA,NA,NA
belle's,belle's,Belle,NA,NA,NA,FALSE,NA,NA,NA
bellies,bellies,belly,belly,n,NA,FALSE,NA,NA,NA
bells,bells,bell,bell,n,NA,FALSE,NA,NA,NA
belly,belly,belly,belly,n,NA,FALSE,NA,NA,NA
belly+button,belly+button,belly button,belly+button,n,NA,TRUE,20,body_parts,nouns
belong,belong,belong,belong,v,NA,FALSE,NA,NA,NA
belonged,belonged,belong,belong,v,NA,FALSE,NA,NA,NA
belongs,belongs,belong,belong,v,NA,FALSE,NA,NA,NA
below,below,below,below,prep,NA,FALSE,NA,NA,NA
below,below,below,below,adv,NA,FALSE,NA,NA,NA
belt,belt,belt,belt,n,NA,TRUE,26,clothing,nouns
beluga,beluga,beluga,beluga,n,NA,FALSE,NA,NA,NA
beluga,beluga,beluga,beluga,adj,NA,FALSE,NA,NA,NA
belugas,belugas,beluga,beluga,n,NA,FALSE,NA,NA,NA
belugas,belugas,beluga,beluga,adj,NA,FALSE,NA,NA,NA
ben,ben,ben,ben,n,prop,FALSE,NA,NA,NA
benair,benair,benair,benair,chi,NA,FALSE,NA,NA,NA
bench,bench,bench,bench,n,NA,TRUE,30,furniture_rooms,nouns
bend,bend,bend,bend,n,NA,FALSE,NA,NA,NA
bend,bend,bend,bend,v,NA,FALSE,NA,NA,NA
bendie,bendie,bend,bend,adj,NA,FALSE,NA,NA,NA
bends,bends,bend,bend,n,NA,FALSE,NA,NA,NA
bends,bends,bend,bend,v,NA,FALSE,NA,NA,NA
benny,benny,benny,benny,n,prop,FALSE,NA,NA,NA
benny's,benny's,Benny,NA,NA,NA,FALSE,NA,NA,NA
ben's,ben's,Ben,NA,NA,NA,FALSE,NA,NA,NA
bent,bent,bend,bend,n,NA,FALSE,NA,NA,NA
bent,bent,bend,bend,v,NA,FALSE,NA,NA,NA
bent,bent,bent,NA,NA,NA,FALSE,NA,NA,NA
berlioz,berlioz,berlioz,berlioz,n,prop,FALSE,NA,NA,NA
berries,berries,berry,berry,n,NA,FALSE,NA,NA,NA
berry,berry,berry,berry,n,NA,FALSE,NA,NA,NA
bert,bert,bert,bert,n,prop,FALSE,NA,NA,NA
beside,beside,beside,beside,prep,NA,TRUE,NA,locations,function_words
besides,besides,besides,besides,adv,NA,FALSE,NA,NA,NA
besides,besides,besides,besides,prep,NA,FALSE,NA,NA,NA
best,best,best,best,v,NA,FALSE,NA,NA,NA
bet,bet,bet,bet,v,NA,FALSE,NA,NA,NA
betsy,betsy,betsy,betsy,n,prop,FALSE,NA,NA,NA
betsy,betsy,betsy ,NA,NA,NA,FALSE,NA,NA,NA
better,better,better,NA,NA,NA,TRUE,27,descriptive_words,adjectives
betty,betty,betty,betty,n,prop,FALSE,NA,NA,NA
between,between,between,between,prep,NA,FALSE,NA,NA,NA
between,between,between,between,adv,NA,FALSE,NA,NA,NA
bib,bib,bib,bib,n,NA,TRUE,24,clothing,nouns
bibby,bibby,bibby,bibby,n,prop,FALSE,NA,NA,NA
bibi,bibi,bibi,bibi,n,prop,FALSE,NA,NA,NA
bibi,bibi,bibi,bibi,bab,NA,FALSE,NA,NA,NA
bibi,bibi,bibi,bibi,chi,NA,FALSE,NA,NA,NA
bicka,bicka,bicka,bicka,wp,NA,FALSE,NA,NA,NA
bicki,bicki,bicki,bicki,chi,NA,FALSE,NA,NA,NA
bicycle,bicycle,bicycle,bicycle,v,NA,TRUE,22,vehicles,nouns
bicycle,bicycle,bicycle,bi+cycle,n,bi,TRUE,22,vehicles,nouns
bicycles,bicycle,bicycle,bicycle,v,NA,TRUE,22,vehicles,nouns
bicycles,bicycle,bicycle,bi+cycle,n,bi,TRUE,22,vehicles,nouns
bid,bid,bid,bid,n,NA,FALSE,NA,NA,NA
biddle_biddle_biddle_biddle,biddle_biddle_biddle_biddle,biddle biddle biddle biddle,biddle_biddle_biddle_biddle,singing,NA,FALSE,NA,NA,NA
big,big,big,big,adj,NA,TRUE,22,descriptive_words,adjectives
big,big,big,big,n,NA,TRUE,22,descriptive_words,adjectives
big_bear,big_bear,bear,bear,n,NA,TRUE,19,animals,nouns
bigger,bigger,big,big,adj,NA,TRUE,22,descriptive_words,adjectives
bigger,bigger,big,big,n,NA,TRUE,22,descriptive_words,adjectives
biggest,biggest,big,big,adj,NA,TRUE,22,descriptive_words,adjectives
biggest,biggest,big,big,n,NA,TRUE,22,descriptive_words,adjectives
biggie,biggie,biggie,NA,NA,NA,FALSE,NA,NA,NA
biggy,biggy,biggy,NA,NA,NA,FALSE,NA,NA,NA
bigs,bigs,bigs,NA,NA,NA,FALSE,NA,NA,NA
bike,bike,bike,bike,n,NA,FALSE,NA,NA,NA
bike,bike,bike,bike,v,NA,FALSE,NA,NA,NA
bill,bill,bill,bill,n,prop,FALSE,NA,NA,NA
billie,billie,billie,billie,wp,NA,FALSE,NA,NA,NA
billy,billy,billy,billy,n,prop,FALSE,NA,NA,NA
billy,billy,billy,billy,sing,NA,FALSE,NA,NA,NA
billy_bah_billy_bah_billy_bah_billy_bah_low_billy_bah_low,billy_bah_billy_bah_billy_bah_billy_bah_low_billy_bah_low,billy bah billy bah billy bah billy bah low billy bah low,billy_bah_billy_bah_billy_bah_billy_bah_low_billy_bah_low,singing,NA,FALSE,NA,NA,NA
billy+goat,billy+goat,goat,goat,n,NA,FALSE,NA,NA,NA
billy's,billy's,Billy,NA,NA,NA,FALSE,NA,NA,NA
bin,bin,bin,bin,n,NA,FALSE,NA,NA,NA
bing,bing,bing,bing,on,NA,FALSE,NA,NA,NA
bingo,bingo,bingo,bingo,n,NA,FALSE,NA,NA,NA
bink_klink,bink_klink,bink klink,bink_klink,chi,NA,FALSE,NA,NA,NA
bird,bird,bird,bird,n,NA,TRUE,17,animals,nouns
bird,bird,bird,bird,adj,NA,TRUE,17,animals,nouns
birdcage,birdcage,birdcage,NA,NA,NA,FALSE,NA,NA,NA
birdie,birdie,birdie,birdie,n,prop,FALSE,NA,NA,NA
birdies,birdies,birdie,birdie,n,prop,FALSE,NA,NA,NA
birds,bird,bird,bird,n,NA,TRUE,17,animals,nouns
birds,bird,bird,bird,adj,NA,TRUE,17,animals,nouns
bird's,bird,bird,bird,n,NA,TRUE,17,animals,nouns
bird's,bird,bird,bird,adj,NA,TRUE,17,animals,nouns
birdy,birdy,birdy,birdy,n,prop,FALSE,NA,NA,NA
birdy,birdy,birdie,birdie,n,prop,FALSE,NA,NA,NA
birth,birth,birth,birth,n,NA,FALSE,NA,NA,NA
birthday,birthday,birthday,birth+day,n,NA,FALSE,NA,NA,NA
birthday,birthday,birthday,birthday,n,prop,FALSE,NA,NA,NA
birthday_bear,birthday_bear,bear,bear,n,prop,TRUE,19,animals,nouns
birthdays,birthdays,birthday,birth+day,n,NA,FALSE,NA,NA,NA
birthdays,birthdays,birthday,birthday,n,prop,FALSE,NA,NA,NA
biscuit,biscuit,biscuit,biscuit,n,NA,FALSE,NA,NA,NA
biscuits,biscuits,biscuit,biscuit,n,NA,FALSE,NA,NA,NA
bit,bit,bit,bit,adj,NA,FALSE,NA,NA,NA
bit,bit,bit,bit,n,NA,FALSE,NA,NA,NA
bit,bit,bite,bite,n,NA,TRUE,22,action_words,verbs
bit,bit,bite,bite,v,NA,TRUE,22,action_words,verbs
bit,bit,bite,bite,part,NA,TRUE,22,action_words,verbs
bite,bite,bite,bite,n,NA,TRUE,22,action_words,verbs
bite,bite,bite,bite,v,NA,TRUE,22,action_words,verbs
bite,bite,bite,bite,part,NA,TRUE,22,action_words,verbs
bites,bite,bite,bite,n,NA,TRUE,22,action_words,verbs
bites,bite,bite,bite,v,NA,TRUE,22,action_words,verbs
bites,bite,bite,bite,part,NA,TRUE,22,action_words,verbs
biting,biting,bite,bite,n,NA,TRUE,22,action_words,verbs
biting,biting,bite,bite,v,NA,TRUE,22,action_words,verbs
biting,biting,bite,bite,part,NA,TRUE,22,action_words,verbs
biting,biting,biting,NA,NA,NA,FALSE,NA,NA,NA
bits,bits,bit,bit,adj,NA,FALSE,NA,NA,NA
bits,bits,bit,bit,n,NA,FALSE,NA,NA,NA
bitsy,bitsy,bitsy,bitsy,adj,NA,FALSE,NA,NA,NA
bitsy,bitsy,bitsy,bitsy,n,prop,FALSE,NA,NA,NA
bitta,bitta,bitta,bitta,wp,NA,FALSE,NA,NA,NA
bitter,bitter,bitter,bitter,adj,NA,FALSE,NA,NA,NA
bitter,bitter,bitter,bitter,sing,NA,FALSE,NA,NA,NA
bitter_batter_butter,bitter_batter_butter,bitter batter butter,bitter_batter_butter,singing,NA,FALSE,NA,NA,NA
bitty,bitty,bitty,NA,NA,NA,FALSE,NA,NA,NA
biz,biz,biz,biz,n,NA,FALSE,NA,NA,NA
black,black,black,black,adj,NA,TRUE,26,descriptive_words,adjectives
black,black,black,black,n,NA,TRUE,26,descriptive_words,adjectives
black,black,black,black,v,NA,TRUE,26,descriptive_words,adjectives
black_eyed_susan,black_eyed_susan,black eyed susan,black+eyed+susan,n,prop,FALSE,NA,NA,NA
black+eyed,black+eyed,eye,eye,adj,NA,TRUE,17,body_parts,nouns
blackberry,blackberry,blackberry,blackberry,n,NA,FALSE,NA,NA,NA
blackbirds,blackbirds,blackbird,NA,NA,NA,FALSE,NA,NA,NA
blackness,blackness,blackness,NA,NA,NA,FALSE,NA,NA,NA
blade,blade,blade,blade,n,NA,FALSE,NA,NA,NA
blah,blah,blah,blah,co,NA,FALSE,NA,NA,NA
blank,blank,blank,blank,adj,NA,FALSE,NA,NA,NA
blanket,blanket,blanket,blanket,n,NA,TRUE,21,household,nouns
blanket,blanket,blanket,blanket,v,NA,TRUE,21,household,nouns
blankets,blanket,blanket,blanket,n,NA,TRUE,21,household,nouns
blankets,blanket,blanket,blanket,v,NA,TRUE,21,household,nouns
blanket's,blanket,blanket,blanket,n,NA,TRUE,21,household,nouns
blanket's,blanket,blanket,blanket,v,NA,TRUE,21,household,nouns
blankie,blanky,blanket,blanket,n,NA,TRUE,21,household,nouns
blankies,blanky,blanket,blanket,n,NA,TRUE,21,household,nouns
blanky,blanky,blanket,blanket,n,NA,TRUE,21,household,nouns
blast,blast,blast,blast,n,NA,FALSE,NA,NA,NA
blastoff,blastoff,blastoff,NA,NA,NA,FALSE,NA,NA,NA
blath,blath,blath,blath,wp,NA,FALSE,NA,NA,NA
bledtime,bledtime,bledtime,bledtime,wp,NA,FALSE,NA,NA,NA
bleh,bleh,bleh,bleh,co,NA,FALSE,NA,NA,NA
blender,blender,blender,NA,NA,NA,FALSE,NA,NA,NA
bless,bless,bless,bless,v,NA,FALSE,NA,NA,NA
blew,blew,blow,blow,n,NA,TRUE,24,action_words,verbs
blew,blew,blow,blow,v,NA,TRUE,24,action_words,verbs
blew,blew,blow,blow,part,NA,TRUE,24,action_words,verbs
blidtime,blidtime,blidtime,blidtime,wp,NA,FALSE,NA,NA,NA
blimp,blimp,blimp,blimp,n,NA,FALSE,NA,NA,NA
blinken,blinken,blinken,blinken,n,prop,FALSE,NA,NA,NA
blinking,blinking,blink,blink,part,NA,FALSE,NA,NA,NA
blinking,blinking,blinking,NA,NA,NA,FALSE,NA,NA,NA
bloat,bloat,bloat,bloat,n,NA,FALSE,NA,NA,NA
bloat,bloat,bloat,bloat,v,NA,FALSE,NA,NA,NA
bloaty,bloaty,bloaty,bloaty,wp,NA,FALSE,NA,NA,NA
block,block,block,block,n,NA,TRUE,22,toys,nouns
block,block,block,block,v,NA,TRUE,22,toys,nouns
blocks,block,block,block,n,NA,TRUE,22,toys,nouns
blocks,block,block,block,v,NA,TRUE,22,toys,nouns
blonde,blonde,blonde,blonde,n,NA,FALSE,NA,NA,NA
blonde,blonde,blonde,blonde,adj,NA,FALSE,NA,NA,NA
blood,blood,blood,blood,n,NA,FALSE,NA,NA,NA
bloom,bloom,bloom,bloom,part,NA,FALSE,NA,NA,NA
bloom,bloom,bloom,bloom,v,NA,FALSE,NA,NA,NA
bloomed,bloomed,bloom,bloom,part,NA,FALSE,NA,NA,NA
bloomed,bloomed,bloom,bloom,v,NA,FALSE,NA,NA,NA
blooming,blooming,bloom,bloom,part,NA,FALSE,NA,NA,NA
blooming,blooming,bloom,bloom,v,NA,FALSE,NA,NA,NA
blooming,blooming,blooming,NA,NA,NA,FALSE,NA,NA,NA
bloopie,bloopie,bloopie,bloopie,on,NA,FALSE,NA,NA,NA
blossom,blossom,blossom,blossom,n,NA,FALSE,NA,NA,NA
blossoms,blossoms,blossom,blossom,n,NA,FALSE,NA,NA,NA
blow,blow,blow,blow,n,NA,TRUE,24,action_words,verbs
blow,blow,blow,blow,v,NA,TRUE,24,action_words,verbs
